Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Revenue_Million_USD
2017,5,Europe,Model 3,5633,6297,101411.08,120,683,577.1,Estimated (Region),3302,571.2486136
2019,4,North America,Cybertruck,7556,7991,74287.13,120,685,776.38,Interpolated (Month),12381,561.3135543
2018,6,North America,Cybertruck,11743,12765,115515.61,82,478,841.97,Official (Quarter),8775,1356.499808
2019,2,North America,Model X,13847,15194,112947.42,75,435,903.52,Official (Quarter),4575,1563.982925
2025,12,Europe,Cybertruck,9164,9356,90839.08,120,719,988.34,Official (Quarter),4155,832.4493291
2022,2,Asia,Model S,6882,7233,83359.76,120,677,698.87,Interpolated (Month),9179,573.6818683
2024,6,Asia,Cybertruck,13475,15431,109301.02,100,565,1142.01,Interpolated (Month),5354,1472.831245
2023,6,North America,Cybertruck,6650,7220,112601.2,75,430,428.92,Estimated (Region),14341,748.79798
2018,5,Asia,Model Y,10308,10558,96067.16,60,359,555.09,Official (Quarter),8420,990.2602853
2020,12,Asia,Model S,12576,13358,72885.95,60,348,656.47,Estimated (Region),14165,916.6137072
2018,3,Middle East,Model Y,14733,16046,92220.51,75,438,967.96,Interpolated (Month),9904,1358.684774
2020,7,North America,Model S,13904,14572,56546.41,100,571,1190.88,Estimated (Region),4545,786.2212846
2022,1,Asia,Model 3,8808,8820,59803.14,75,424,560.19,Estimated (Region),9943,526.7460571
2025,7,Europe,Cybertruck,10000,11022,73732,75,433,649.5,Estimated (Region),8368,737.32
2019,5,Asia,Model X,11616,11801,104311.41,120,708,1233.62,Official (Quarter),12213,1211.681339
2023,6,North America,Model X,10493,11366,101972.03,100,560,881.41,Official (Quarter),7419,1069.992511
2019,3,Asia,Model Y,11054,12525,112575.35,100,566,938.48,Official (Quarter),10380,1244.407919
2020,11,North America,Model 3,10557,10823,103232.52,100,599,948.55,Interpolated (Month),14349,1089.825714
2022,12,Europe,Model S,8057,8633,110599.07,120,661,798.85,Interpolated (Month),10726,891.096707
2024,2,Middle East,Model S,12160,12876,109600.71,75,446,813.5,Official (Quarter),9076,1332.744634
2023,2,Middle East,Model 3,5370,6158,56204.31,60,357,287.56,Official (Quarter),8762,301.8171447
2015,7,Europe,Model 3,10194,10821,118766.5,60,333,509.19,Interpolated (Month),7774,1210.705701
2018,9,Europe,Model X,4968,5607,59218.08,82,479,356.95,Interpolated (Month),11903,294.1954214
2024,1,North America,Model X,7363,7632,101030.94,82,468,516.88,Official (Quarter),14776,743.8908112
2020,8,Europe,Model X,6007,6335,80270.6,100,581,523.51,Official (Quarter),3893,482.1854942
2019,3,Europe,Model X,9014,9238,73291.06,100,596,805.85,Estimated (Region),7116,660.6456148
2016,6,Middle East,Model S,12345,13438,85585.24,60,338,625.89,Official (Quarter),9780,1056.549788
2019,3,North America,Model Y,9620,9719,88480.21,100,570,822.51,Estimated (Region),13532,851.1796202
2021,3,North America,Model Y,13823,15781,84245.14,75,425,881.22,Official (Quarter),14090,1164.52057
2017,11,North America,Model X,11928,12489,87661.59,120,710,1270.33,Official (Quarter),14873,1045.627446
2018,6,Europe,Model X,8387,9141,113168.23,60,341,429,Estimated (Region),5595,949.141945
2021,11,Middle East,Model Y,17733,20082,84700.19,120,678,1803.45,Official (Quarter),12043,1501.988469
2019,2,North America,Cybertruck,5243,5387,102951.58,82,470,369.63,Interpolated (Month),5709,539.7751339
2020,2,Asia,Model Y,10272,11269,117826.11,82,480,739.58,Estimated (Region),14095,1210.309802
2024,5,Europe,Model 3,8204,8500,86088.29,100,578,711.29,Official (Quarter),5659,706.2683312
2015,8,North America,Model S,10073,10423,112970.22,120,683,1031.98,Interpolated (Month),9522,1137.949026
2015,11,Middle East,Model X,7876,8191,111504.1,82,483,570.62,Official (Quarter),10901,878.2062916
2024,1,Asia,Model S,9189,10346,91317.74,75,419,577.53,Estimated (Region),9973,839.1187129
2022,9,Europe,Model 3,14414,16505,80705.88,82,467,1009.7,Interpolated (Month),13158,1163.294554
2024,10,Europe,Model 3,4158,4663,104154.57,75,417,260.08,Official (Quarter),8565,433.0747021
2024,9,Europe,Cybertruck,11125,11190,75427.23,120,696,1161.45,Interpolated (Month),4431,839.1279338
2024,4,Middle East,Model Y,7310,7929,67408.43,120,685,751.1,Official (Quarter),10608,492.7556233
2015,2,North America,Model X,7191,7436,79897.55,75,443,477.84,Estimated (Region),13328,574.5432821
2017,12,Asia,Model 3,15890,16945,68273.4,60,340,810.39,Interpolated (Month),13014,1084.864326
2019,10,Middle East,Model X,6086,6530,73383.19,60,333,304,Estimated (Region),5866,446.6100943
2025,2,North America,Model Y,8758,9309,92929.83,75,441,579.34,Estimated (Region),9548,813.8794511
2018,8,Asia,Model 3,4082,4522,70105.48,82,487,298.19,Official (Quarter),3590,286.1705694
2021,10,Europe,Model 3,6769,7697,56372.54,60,349,354.36,Interpolated (Month),7958,381.5857233
2015,1,Asia,Model S,9537,10093,68994.43,82,484,692.39,Official (Quarter),7281,657.9998789
2023,2,North America,Model X,7483,8068,62046.99,75,423,474.8,Interpolated (Month),6857,464.2976262
2025,5,Asia,Model X,8555,8640,88627.98,82,455,583.88,Estimated (Region),3268,758.2123689
2022,11,Europe,Model Y,12567,12749,92448.68,100,572,1078.25,Interpolated (Month),14261,1161.802562
2020,6,Middle East,Model S,2904,3018,53664.3,120,673,293.16,Interpolated (Month),12622,155.8411272
2018,2,Asia,Cybertruck,8796,9795,112857.53,82,454,599.01,Official (Quarter),7717,992.6948339
2017,8,Europe,Model 3,14385,15358,62840.95,82,486,1048.67,Interpolated (Month),13590,903.9670658
2023,1,Europe,Model 3,10952,11106,102799.76,120,661,1085.89,Official (Quarter),5992,1125.862972
2022,2,North America,Model Y,7779,8531,109603.91,82,475,554.25,Official (Quarter),13238,852.6088159
2015,7,Europe,Cybertruck,6089,6791,63093.06,120,679,620.16,Official (Quarter),8105,384.1736423
2018,7,North America,Model Y,15545,16327,62395.76,100,554,1291.79,Estimated (Region),14480,969.9420892
2016,5,North America,Model Y,12118,12916,57396.53,100,582,1057.9,Estimated (Region),5592,695.5311505
2023,7,North America,Model S,6998,7183,94380.05,60,340,356.9,Official (Quarter),13228,660.4715899
2021,9,Asia,Model X,4985,5637,99343.78,75,415,310.32,Estimated (Region),10801,495.2287433
2020,5,North America,Cybertruck,14336,15361,119619.5,100,583,1253.68,Official (Quarter),3888,1714.865152
2025,11,Asia,Model X,9950,10033,118440.65,100,589,879.08,Interpolated (Month),8881,1178.484468
2015,1,Asia,Cybertruck,11325,11887,54449.08,60,339,575.88,Estimated (Region),6902,616.635831
2018,12,Europe,Model X,6229,6403,102455.86,60,346,323.29,Estimated (Region),5448,638.1975519
2015,11,Middle East,Model S,7076,7801,55329.16,82,485,514.78,Interpolated (Month),8941,391.5091362
2022,7,Asia,Cybertruck,10705,10825,82247.95,100,594,953.82,Estimated (Region),4133,880.4643048
2023,10,Europe,Model 3,8195,8564,87177.66,75,427,524.89,Official (Quarter),6286,714.4209237
2019,12,North America,Model X,12529,12922,55076.56,82,479,900.21,Estimated (Region),7830,690.0542202
2024,8,Middle East,Model Y,14108,14384,103388.03,82,453,958.64,Interpolated (Month),3151,1458.598327
2022,4,North America,Model 3,12255,13007,88092.61,120,692,1272.07,Estimated (Region),8965,1079.574936
2018,8,North America,Cybertruck,8810,9800,113912.9,75,433,572.21,Estimated (Region),5169,1003.572649
2017,2,Middle East,Model 3,10407,10950,76021.75,82,451,704.03,Official (Quarter),6597,791.1583523
2021,6,Europe,Model S,7341,7660,94023.36,100,555,611.14,Interpolated (Month),10859,690.2254858
2017,6,Middle East,Model X,7136,8154,108694.43,82,484,518.07,Interpolated (Month),12875,775.6434525
2015,10,Middle East,Model S,14212,16049,109118.46,100,565,1204.47,Official (Quarter),12946,1550.791554
2020,4,Middle East,Model X,15453,16331,71193.73,82,469,1087.12,Estimated (Region),12815,1100.15671
2016,3,Europe,Model Y,10416,10510,115410.52,82,465,726.52,Interpolated (Month),4217,1202.115976
2018,12,Asia,Model S,17422,18081,81270.85,120,667,1743.07,Official (Quarter),5471,1415.900749
2025,5,Europe,Model 3,7889,8089,57441.41,60,357,422.46,Interpolated (Month),14971,453.1552835
2023,6,Asia,Cybertruck,10630,12173,83452.35,120,703,1120.93,Official (Quarter),7448,887.0984805
2025,6,Middle East,Model X,16710,16947,74279.99,82,452,1132.94,Estimated (Region),5236,1241.218633
2019,9,North America,Model S,3820,4316,96848.78,120,686,393.08,Interpolated (Month),8854,369.9623396
2022,11,Asia,Model 3,8418,8979,119965.36,60,355,448.26,Estimated (Region),13721,1009.8684
2017,4,Europe,Cybertruck,16044,16841,109852.11,60,336,808.62,Official (Quarter),3853,1762.467253
2015,8,Middle East,Model 3,13292,13982,74286.72,120,704,1403.64,Interpolated (Month),8426,987.4190822
2016,9,Middle East,Cybertruck,10761,11978,106343.47,120,661,1066.95,Interpolated (Month),14553,1144.362081
2018,11,North America,Model X,10138,11349,101762.85,100,582,885.05,Interpolated (Month),4869,1031.671773
2022,8,Asia,Model 3,15457,17551,57306,100,599,1388.81,Estimated (Region),13322,885.778842
2016,12,Middle East,Model X,11142,11477,57648.49,75,444,742.06,Estimated (Region),8269,642.3194756
2022,6,Asia,Model X,8196,8771,54961.02,120,695,854.43,Estimated (Region),6172,450.4605199
2022,8,Middle East,Cybertruck,11575,12476,89388.21,100,597,1036.54,Official (Quarter),5346,1034.668531
2021,5,North America,Model Y,7656,8483,98109.81,120,665,763.69,Estimated (Region),14070,751.1287054
2021,2,Asia,Model 3,9838,11170,59780.44,82,454,669.97,Estimated (Region),8094,588.1199687
2017,4,Asia,Model Y,11278,11278,79159.61,100,576,974.42,Official (Quarter),3655,892.7620816
2020,1,North America,Model X,4111,4435,106615.96,120,681,419.94,Interpolated (Month),9291,438.2982116
2016,8,Asia,Model S,11746,12560,78823.59,120,699,1231.57,Official (Quarter),9545,925.8618881
2017,5,Middle East,Model Y,8560,9524,57096.1,100,563,722.89,Estimated (Region),6315,488.742616
2025,3,Europe,Model X,10895,11081,55876.62,100,566,924.99,Official (Quarter),6730,608.7757749
2022,8,Asia,Model Y,10678,11302,101912.21,60,341,546.18,Estimated (Region),6963,1088.218578
2024,12,Middle East,Model X,6862,7366,52020.05,60,331,340.7,Official (Quarter),9455,356.9615831
2021,10,Middle East,Cybertruck,11296,11690,116526.58,100,597,1011.56,Estimated (Region),4172,1316.284248
2018,6,North America,Model S,6735,7306,113561.3,120,683,690,Interpolated (Month),6555,764.8353555
2025,7,Europe,Model X,15335,16038,82171.09,60,335,770.58,Estimated (Region),10636,1260.093665
2019,3,Europe,Model 3,8810,9203,104603.37,120,688,909.19,Estimated (Region),5729,921.5556897
2020,3,Europe,Model Y,9263,9727,86528.16,100,579,804.49,Interpolated (Month),3101,801.5103461
2022,8,Europe,Model S,5485,5710,88332.84,75,417,343.09,Official (Quarter),4607,484.5056274
2017,10,North America,Cybertruck,16216,18254,106196.77,100,598,1454.58,Interpolated (Month),9431,1722.086822
2024,10,North America,Model X,6997,7194,85034.64,75,442,463.9,Interpolated (Month),4801,594.9873761
2015,8,North America,Model X,4085,4170,105581.76,60,348,213.24,Estimated (Region),9401,431.3014896
2025,1,Asia,Model Y,7834,8611,88530.13,75,417,490.02,Interpolated (Month),4352,693.5450384
2023,6,Middle East,Model S,10779,11077,81015.32,75,418,675.84,Interpolated (Month),14784,873.2641343
2016,10,North America,Model 3,14343,15856,87848.89,82,454,976.76,Official (Quarter),5902,1260.016629
2021,12,North America,Model S,4600,4845,69887.29,100,558,385.02,Official (Quarter),11919,321.481534
2018,4,Middle East,Cybertruck,48,50,71402.08,75,427,3.07,Interpolated (Month),11070,3.42729984
2023,9,Middle East,Model S,15520,17556,114685.45,100,583,1357.22,Interpolated (Month),14175,1779.918184
2017,7,Middle East,Model S,6325,7006,101268.07,60,345,327.32,Estimated (Region),4936,640.5205428
2020,6,Middle East,Model Y,4600,5244,53392.5,82,459,316.71,Official (Quarter),9790,245.6055
2016,3,Middle East,Model S,8282,8565,64843.14,100,580,720.53,Interpolated (Month),7932,537.0308855
2016,9,North America,Model 3,8385,8938,93070.86,100,554,696.79,Interpolated (Month),13588,780.3991611
2015,5,Europe,Model Y,10896,11016,88769.8,82,490,800.86,Official (Quarter),9277,967.2357408
2024,1,Europe,Model S,15476,16004,63954.51,100,571,1325.52,Interpolated (Month),12065,989.7599968
2025,10,Middle East,Model Y,11160,11647,105604.66,60,344,575.86,Estimated (Region),3477,1178.548006
2015,7,Asia,Model 3,10192,10427,83679.81,120,691,1056.4,Estimated (Region),3621,852.8646235
2022,4,Asia,Cybertruck,10731,11587,68646.43,100,594,956.13,Estimated (Region),14128,736.6448403
2022,4,North America,Model X,9951,10203,58829.51,75,447,667.21,Estimated (Region),10259,585.412454
2022,10,North America,Model S,9010,9866,103262.4,120,719,971.73,Official (Quarter),5165,930.394224
2020,11,North America,Model X,11180,12361,81769.26,100,577,967.63,Interpolated (Month),13195,914.1803268
2024,1,Asia,Cybertruck,8253,8377,97159.82,100,550,680.87,Interpolated (Month),8703,801.8599945
2024,7,Asia,Model Y,13962,15770,72613.05,75,429,898.45,Estimated (Region),7980,1013.823404
2019,12,Europe,Model Y,7926,8613,113793.93,60,346,411.36,Interpolated (Month),5093,901.9306892
2018,1,North America,Cybertruck,5479,5576,118639.78,120,672,552.28,Official (Quarter),3806,650.0273546
2020,6,Asia,Cybertruck,6915,7153,63970.01,100,551,571.52,Estimated (Region),10720,442.3526192
2023,3,Asia,Model S,9433,10123,114919.6,60,345,488.16,Official (Quarter),8851,1084.036587
2016,2,Europe,Cybertruck,10207,10691,85506.44,60,331,506.78,Official (Quarter),4780,872.7642331
2023,4,Europe,Model S,4669,4895,108706,82,455,318.66,Estimated (Region),13052,507.548314
2024,2,Asia,Model S,4948,4979,91876.64,75,444,329.54,Estimated (Region),7578,454.6056147
2020,9,Asia,Model X,6195,6676,57882.65,60,358,332.67,Official (Quarter),5202,358.5830168
2025,3,Middle East,Model S,11610,12377,86361.69,120,697,1213.83,Official (Quarter),12608,1002.659221
2018,10,Middle East,Model X,6459,7254,88124.16,120,664,643.32,Interpolated (Month),14465,569.1939494
2022,7,Europe,Cybertruck,7998,9144,65031.46,82,472,566.26,Interpolated (Month),11832,520.1216171
2020,6,Middle East,Cybertruck,17072,18648,52769.03,60,342,875.79,Official (Quarter),10789,900.8728802
2025,9,North America,Model Y,6453,6570,115098.93,120,693,670.79,Estimated (Region),12556,742.7333953
2025,7,Asia,Model 3,10582,10871,71787.17,120,690,1095.24,Official (Quarter),13356,759.6518329
2017,6,Europe,Model X,6329,6475,116131.54,60,352,334.17,Estimated (Region),13595,734.9965167
2022,5,Middle East,Model 3,14152,15088,100153.34,75,426,904.31,Interpolated (Month),5535,1417.370068
2025,12,Asia,Model S,12747,12885,111312,75,432,826.01,Official (Quarter),7899,1418.894064
2016,7,Middle East,Model S,2926,3309,108935.35,120,671,294.5,Interpolated (Month),12631,318.7448341
2016,5,Asia,Model Y,12317,12498,84176.88,82,457,844.33,Interpolated (Month),6896,1036.806631
2023,4,Middle East,Model X,14231,15537,61658.19,75,432,922.17,Interpolated (Month),10081,877.4577019
2025,5,North America,Cybertruck,6900,7400,99130.37,75,421,435.73,Estimated (Region),3049,683.999553
2021,9,North America,Cybertruck,11529,11639,110370.39,120,717,1239.94,Interpolated (Month),5960,1272.460226
2019,8,Middle East,Model Y,8185,9083,66311.33,120,708,869.25,Interpolated (Month),10061,542.7582361
2023,4,Asia,Cybertruck,7925,8275,53501.32,100,574,682.34,Interpolated (Month),7265,423.997961
2021,1,North America,Model X,12743,13026,102241.97,120,660,1261.56,Interpolated (Month),5023,1302.869424
2022,3,Europe,Cybertruck,6899,7132,92851.11,60,342,353.92,Estimated (Region),3852,640.5798079
2018,10,Asia,Model S,6098,6104,78243.67,60,337,308.25,Estimated (Region),12826,477.1298997
2018,3,Middle East,Model 3,6190,6900,67711.84,60,355,329.62,Official (Quarter),4234,419.1362896
2023,8,Middle East,Model X,9332,10184,69243.58,100,585,818.88,Official (Quarter),10138,646.1810886
2016,5,Europe,Model Y,215,219,112062.3,60,343,11.06,Official (Quarter),5335,24.0933945
2024,4,North America,Model 3,14808,15555,60113.3,60,336,746.32,Official (Quarter),13865,890.1577464
2020,8,North America,Model X,9309,10327,51423.88,60,336,469.17,Official (Quarter),8844,478.7048989
2016,5,North America,Model S,15560,15968,85179.63,75,427,996.62,Interpolated (Month),4756,1325.395043
2021,9,Middle East,Cybertruck,11865,12433,67654.17,120,717,1276.08,Estimated (Region),14079,802.716727
2021,12,Europe,Model S,11799,12206,72929.64,82,459,812.36,Official (Quarter),8902,860.4968224
2023,12,Asia,Model Y,10707,12224,104572.6,100,580,931.51,Official (Quarter),8459,1119.658828
2015,1,Asia,Model X,7292,7298,107082.3,120,702,767.85,Estimated (Region),11748,780.8441316
2018,9,Middle East,Model X,10157,10828,111594.02,60,345,525.62,Interpolated (Month),9093,1133.460461
2015,9,Asia,Model 3,8761,8999,90812.91,75,428,562.46,Estimated (Region),13712,795.6119045
2021,12,Asia,Model Y,7131,7266,83363.43,82,482,515.57,Official (Quarter),6099,594.4646193
2016,2,North America,Model S,12174,12987,86037.21,120,681,1243.57,Estimated (Region),10115,1047.416995
2024,9,Asia,Cybertruck,9927,10308,112386.06,82,471,701.34,Interpolated (Month),10190,1115.656418
2017,11,Europe,Cybertruck,5328,5502,62798.64,60,354,282.92,Estimated (Region),6428,334.5911539
2018,10,North America,Model 3,735,800,119701.41,82,468,51.6,Official (Quarter),14048,87.98053635
2025,1,North America,Model Y,6916,7192,92230.41,75,437,453.34,Official (Quarter),10860,637.8655156
2016,1,Middle East,Model Y,7497,8301,113632.28,75,419,471.19,Official (Quarter),5850,851.9012032
2018,7,North America,Cybertruck,16120,16882,77520.3,82,460,1112.28,Interpolated (Month),4163,1249.627236
2025,2,Middle East,Model 3,6578,6925,62147.58,60,341,336.46,Official (Quarter),8010,408.8067812
2015,7,Middle East,Model Y,11159,11759,111404.04,82,467,781.69,Estimated (Region),12799,1243.157682
2021,7,Asia,Model Y,15698,15861,91225.52,100,576,1356.31,Estimated (Region),11906,1432.058213
2016,4,Middle East,Cybertruck,6406,6533,110341.01,100,596,572.7,Interpolated (Month),8844,706.8445101
2017,9,Asia,Model Y,9023,9446,95803.94,120,673,910.87,Official (Quarter),3172,864.4389506
2024,3,Asia,Model X,3163,3193,53494.57,82,455,215.87,Interpolated (Month),3856,169.2033249
2023,6,North America,Model Y,4167,4394,117160.77,82,469,293.15,Interpolated (Month),12061,488.2089286
2017,4,Middle East,Model Y,7609,8283,96271,75,415,473.66,Estimated (Region),9533,732.526039
2015,7,Middle East,Cybertruck,18301,19506,76386.11,75,429,1177.67,Estimated (Region),6616,1397.942199
2015,6,Asia,Model X,7878,8087,56209.18,75,417,492.77,Official (Quarter),8529,442.81592
2017,3,Asia,Model 3,12354,13672,118680.06,75,433,802.39,Official (Quarter),6114,1466.173461
